
609e5d08-7e26-4eee-a0c6-3bb13fdb5072, 103
29d9abec-13b9-420a-b6a1-9efa2000716b, 121
56006c61-aaf8-4c85-9722-2affce460367, 123
4ce64ce5-b615-4dfb-9549-884df059e908, 104
f468951b-d236-4738-a89b-36d9470a9b67, 113
32c93e51-9354-4956-8f00-f8138461f4c1, 113
38eb7047-d970-4807-8981-440bfceb26c0, 117
3ed92e72-6ee0-4b0b-a466-4eadc827a5fb, 104
6f556577-ffb6-416f-82a4-ee7fad211582, 113
e5c59b17-4a4c-4f44-872f-5d712b58f2fa, 112
66fc366b-2b2d-4357-a4e3-84373a4eaa16, 106
f6e4f29c-bf2d-486b-8867-f9ae56dbfe6b, 119
6d350110-1352-4188-a323-a966f3dc0682, 105
c35ab40b-a5df-43eb-aea3-9b67b1dba54b, 101
0a7bad1b-d618-4e36-83d5-31ea265cc826, 102
424b9c99-9590-430f-b2ed-b406d4e5f0ea, 108
574cdcc8-f036-443c-a0b2-e733233acaf3, 112
90b2aae1-b979-444b-b154-18f636de3766, 110
be971af1-0421-4b65-8c4b-2a83aaf454b6, 118
999ece84-059c-46eb-bc30-13fa9ff310c2, 121
22963bce-d904-46e3-896d-f7214db666ce, 108
6619ffd4-3d9f-4b57-84fd-ef4086aa4561, 83
7ba43c75-01a8-4cdc-a23a-cb2c46a0b801, 97
277de77b-1fb3-4a01-af2c-a41103dda395, 113
5381e82d-56d1-494e-8d63-6c96bf7da723, 106
89e1ba96-1a08-44f8-b5e8-72276aad622b, 99
f64b9c78-f77d-40f1-b9ed-54f3a4a3ae9a, 128
13f67890-8fea-4cb4-b50e-5fcf25b47b65, 100
82cd3e91-e0bc-4e6b-8c78-95b8a2919992, 130
c6d32b65-7d53-4bbd-9554-1c43c043e1b8, 112
9f018c20-df14-4823-ad32-1a8438158e38, 111
25107563-8b2e-4c18-a368-1647692fa04d, 117
6512057c-9595-415f-b43c-2ab2ead76af7, 121
fec760c8-7444-4ca6-b35d-fa87f87eb0ba, 112
f24b9f82-1341-424f-a486-a5b6475af866, 104
1f022f71-9b08-4f31-a52d-d5a96dc09936, 138
6928bf02-3d74-496f-bc40-88f22aeb85f5, 100
e4b613f8-c83f-4f0e-be46-56fe388d2683, 107
aa62991a-d3be-4144-823f-c0fd6affa1bc, 110
6dcd62db-e7f7-48f9-8b8b-d921b0f3811d, 104
d3de02a6-8d6f-4b6a-ba82-e83e780bc63d, 89
5abb98bd-5fd3-40fa-881b-e32f4f44319e, 106
0b2b349f-6f64-432e-964a-fd40e922a7bd, 97
56a2afc6-43bf-4e94-8c7b-499da0c598c7, 87
fc735353-9984-47cb-ac74-3fc01a03e5ff, 102
4c8cd513-d120-40c0-aff7-39df840aa021, 114
7fa3e594-46b0-489e-9176-272b03ebd5ef, 105
9dda21da-4baf-44fd-8a1f-0bf12c2db419, 105
cc1fdc67-9af1-4845-8eac-86a89d8cb5ca, 100
7e87a2be-7f2b-4eee-badd-cc932be5eaf5, 92
cf59ca75-a7e7-45d4-9575-d37c8a9761d9, 114
482bcd93-42f5-4b9a-aaf6-29c00d44a181, 133
996d60f8-6b41-4584-9810-84b3a67c20c8, 119
36e887d5-a59b-4a6c-b0f2-168f5198ef20, 104
89c901f5-909d-4354-b7c5-9c644d7481c5, 111
6c91609d-9c2d-404c-acbd-a2276fede545, 107
b5d4ac73-09da-44d5-b351-02a0421ae1bc, 103
944c599d-6279-4c50-b9d2-88c4bb54e01d, 90
a29599c0-4aab-47ec-a598-002433b94e3d, 122
7981c8b5-b0fd-4c32-9ea0-469e212fc596, 115
87f17e87-6762-4e92-8bc7-a2361292368d, 111
bf15fafd-51f0-4f23-8883-0d131141db38, 125
ad91674a-2ff2-48c0-942b-005bcc65f704, 103
dd61545f-af9e-4ce4-8586-5e9dfa04f6e7, 116
16507d00-9621-40a3-bd9d-aab7dda25c28, 109
7776990e-515a-4a84-be36-2a31ff9a3b5f, 124
29918b54-9ae9-44d6-a070-63ed7fa98826, 143
16c57b48-dbf3-4363-a4d9-03f1d9d7ad8c, 101
eee08271-e71e-4679-89dd-5ccf27019c20, 119
d4059163-77fb-4f1a-92fe-ab79c02f0109, 105
d8b2632e-c7a9-4d99-832d-0f2de94485a6, 116
b9d0f62e-a0ca-4172-b5e7-ca69fb5f5554, 110
64a4a862-02c7-46e4-be1c-6e228b43cb36, 118
dd728721-3cfb-4296-a720-df17af37ad05, 98
83401832-ee35-40ec-9651-cd0c27af2155, 105
b5d250d3-62ac-4289-a55d-503073bf2aa2, 100
227c962f-9717-458e-acfc-2caf85197c4b, 77
25294052-7e38-45dd-8e09-2ee2d4fa0654, 162
1da62225-41ea-4536-b494-f1dbf04a1655, 114
47d116e1-8442-4823-9427-cb3636d2bfbe, 127
9f80b576-1b94-49da-acad-bec4005f2f91, 106
6a07841b-0301-49ac-91b6-8831ab212723, 111
dec24325-7edf-4fca-8890-293a62ab1e14, 131
d49bd13e-259c-40ff-992f-92ce7856369c, 81
83d7050e-dc3a-4c8d-9759-4d266de25ccd, 79
616f5b08-32fd-4d38-94f5-5f0a7313c5aa, 110
b0a534e9-a2bd-40cf-b2e7-f77768f9ec8e, 112
b5e82e97-15c5-48b3-ba5a-58323d326aaf, 106
5e02de48-a5e2-4684-a849-8d148885ce92, 118
7816e0ad-7b08-4853-a608-97279dec89cb, 91
7fa470e4-4e91-46cd-bfcb-1f61c9e095d8, 106
a12285cc-eec2-4a88-b55e-42d78a6e1089, 107
213d89aa-094a-4315-a0ff-d799fd405b98, 112
c6caa3ca-2cab-46a2-a831-c246ece329ed, 111
79cf6740-46ac-4bae-b81b-28c30335f43b, 111
9b045283-8d70-4e62-b80d-3a5bffc2c062, 115
c06394e8-e9f9-4db6-ae20-1bd759317396, 106
d829017c-dbdc-4884-8725-19c9ba18611a, 111
7c1cc31f-ec04-4564-938e-fc9f59410563, 100
f0fe9c1b-6f41-4c9d-80d2-9e83b7bcdf32, 141
e93d82fc-5299-497a-b700-2dbeb85ed198, 111
7a446482-46b3-4b28-9301-9484115279db, 99
ddc0fd81-f284-4ff5-ac20-e1e65765fd1d, 106
f047ad06-3813-4771-89fb-ca43fe0e1bf3, 105
2bde4234-f9eb-407e-a02a-9e1f93d68d47, 110
1df436f7-c5c9-4f64-b753-6f6126dc3ada, 115
fe94699e-d1d6-4b5f-aad9-ab58b9de8cae, 100
a109d7cf-7689-4961-9743-3d0eab7e1f59, 87
6ef7ea6f-e5b4-4736-a84b-f34049566dcb, 121
60faaab5-8974-4a79-b510-fcbd45ab397b, 117
15f23adb-0df6-4e71-8746-1612b0af247f, 109
ed2ba62d-f42f-4ef2-8666-ae8102854778, 111
e11e3f5a-a887-4f3d-b08d-cf36665d82a8, 118
e226d544-54fc-4907-8db3-50251419c639, 119
6069ab44-4ecd-4c55-a68c-a5c1368800a3, 104
141bdd56-8b91-4ecd-83af-7be7619c75af, 121
45b2bf14-1851-418e-80e1-504ba3bfb6b5, 109
fd666159-875e-4864-81ce-d54589f2b477, 103
861c91b7-059e-4c49-ab7a-f8875aa80dab, 91
7868e9c7-c66c-4db6-9c52-2e965eaba7f5, 87
35bd5ff3-d0f2-4976-b43d-9d2f49130c04, 98
6209b70f-14ad-4624-8e52-6e3087cc0fde, 117
737c5cb7-eb1c-4fe2-bbaa-92c6eb60115f, 108
577e9fcb-d674-4d5d-aaad-a9965b8c1866, 106
f1ef52ba-2ede-4059-b468-bdf386d0a4de, 101
1e761b5c-8dba-4693-b4be-bb43264d9226, 111
34684f0f-256a-48f2-b37d-bff03a2ae271, 110
d5228637-93e8-4a1c-959c-f03bfed6f060, 93
79263f48-d1a2-4378-bae8-1fc276bbfd7c, 117
a3de1a78-c838-410d-9f1f-501d7d090817, 110
35c299c6-c870-4c09-88c1-06b72286330a, 104
d086e22a-06ce-4566-b641-121aa48d5956, 110
df158c23-caff-4dec-9009-afd3964014a2, 101
d5bfdade-5056-494f-80a6-6a88b63c8c6d, 88
3f4c7163-a58f-4cb6-b299-6fd86d4499f1, 111
3e26f158-e07d-442d-bbb3-68e9dd665376, 123
6b9ec790-0abe-4bb9-9009-f3072e545f8c, 125
46bac6e7-286e-44e8-8caf-0f024f226574, 126
26dbe5ba-5d12-4fa1-880f-aacfb63b4ed8, 82
ecec9c35-92d8-409d-a5fe-7f7c138729f2, 120
970d8be0-b5af-44e7-a748-617f1f012d62, 108
9ccb5b4e-4164-4fa1-adca-30a7fa5d90ce, 110
2156cc35-eb2f-4cf7-9254-1d4219855ac4, 108
d595c1e9-0137-4cb9-9076-28199e36b090, 80
113dc3bb-91be-43e8-a787-484f55c8bb15, 106
de83f836-c13b-4329-b7ac-5b0433736d75, 120
11d0410b-73b8-4c0d-918d-717312098600, 140
17eda087-704b-46dc-87fe-81ea9c1e2507, 107
e8ccc1ad-29c6-4c9b-b23a-fe81a008dc42, 112
fcf30fb7-71db-4d95-9e9b-76205faaac36, 108
702ef486-ac63-44d0-a47e-f43257ec10d6, 108
79aac336-1cf0-4796-8df9-18b8d50dfe55, 102
cf42f722-d42e-4d1e-9b54-e96503b50da6, 104
12fa5a07-b7c6-4b2f-bdf3-c93d34fc65cb, 96
fda9938f-846b-42fd-9c97-6d7f695054a1, 117
6ce6b1e7-6ecf-4b12-8f5d-acf07480271b, 94
805a04b0-fff7-4a1e-918d-ba2fb14514a1, 94
9282f93b-9bd3-43b4-be18-2aa92c31f7c9, 103
9dbb41b6-fc1a-4454-b0d9-34f086a411be, 108
17cd5a98-f28f-446e-b7f3-8be950633dd3, 99
83f0cd12-afa0-4c7e-8c99-791524315c64, 108
0bd37557-4198-4b9b-8406-d90672d61b43, 99
